CustomerID;State;City;Zip Code;Latitude;Longitude;Gender;Senior Citizen;Partner;Dependents;Tenure Months;Phone Service;Multiple Lines;Internet Service;Online Security;Online Backup;Device Protection;Tech Support;Streaming TV;Streaming Movies;Contract;Paperless Billing;Payment Method;Monthly Charges;Total Charges;Churn Label;Churn Score;CLTV;Churn Reason;Tenure Category;Monthly Charge Category;Total Services;Churn Risk;CLTV Category;Customer Status
9752-ZNQUT;California;Visalia;93291;36,391777;-119,372842;Female;No;No;No;1;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;48,6;48,6;No;24;3704;;0-12 Months;Medium;2;Medium Risk;Medium Value;Actived
1576-PFZIW;California;Bakersfield;93301;35,383937;-119,020428;Male;Yes;Yes;No;70;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);105,35;7511,9;No;34;5866;;49+ Months;Premium;6;Low Risk;High Value;Actived
5666-MBJPT;California;Bakersfield;93304;35,339796;-119,023552;Male;No;No;No;65;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);25,1;1725;No;46;5449;;49+ Months;Low;2;Low Risk;High Value;Actived
7312-XSBAT;California;Bakersfield;93305;35,391733;-118,984109;Male;No;No;No;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;49,75;49,75;No;79;2908;;0-12 Months;Medium;2;Medium Risk;Medium Value;Actived
3096-GKWEB;California;Bakersfield;93306;35,449881;-118,841442;Male;No;Yes;No;18;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,75;1691,9;No;40;4477;;13-24 Months;High;4;Medium Risk;High Value;Actived
2371-JQHZZ;California;Bakersfield;93307;35,280113;-118,962329;Male;No;Yes;No;24;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;93;2248,05;No;29;5886;;13-24 Months;High;4;Medium Risk;High Value;Actived
0674-GCDXG;California;Bakersfield;93308;35,559617;-118,925185;Male;No;No;No;63;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);71,9;4479,2;No;38;5816;;49+ Months;High;6;Low Risk;High Value;Actived
1121-QSIVB;California;Bakersfield;93309;35,342891;-119,064803;Female;No;No;Yes;44;Yes;Yes;DSL;No;Yes;No;No;Yes;Yes;One year;Yes;Mailed check;77,55;3471,1;No;43;5044;;25-48 Months;High;5;Low Risk;High Value;Actived
4396-KLSEH;California;Bakersfield;93311;35,16207;-119,194488;Male;No;No;No;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;19,85;63;No;71;5918;;0-12 Months;Low;1;Medium Risk;High Value;Actived
2824-MYYBN;California;Bakersfield;93313;35,140938;-119,051348;Female;No;Yes;Yes;37;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,25;3314,15;No;29;2969;;25-48 Months;High;4;Low Risk;Medium Value;Actived
6345-HOVES;California;Los Osos;93402;35,279984;-120,824288;Male;No;No;No;34;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);25,05;852,7;No;29;3800;;25-48 Months;Low;0;Low Risk;Medium Value;Actived
8318-LCNBW;California;San Luis Obispo;93405;35,236549;-120,727344;Male;No;Yes;No;35;No;No phone service;DSL;Yes;No;Yes;No;Yes;Yes;One year;No;Credit card (automatic);53,15;1930,9;No;43;5638;;25-48 Months;Medium;4;Low Risk;High Value;Actived
6469-QJKZW;California;Arroyo Grande;93420;35,176236;-120,483243;Female;No;Yes;No;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;20,15;91,4;No;26;2198;;0-12 Months;Low;1;Medium Risk;Medium Value;Actived
0147-ESWWR;California;Atascadero;93422;35,453912;-120,69461;Female;Yes;Yes;No;39;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;101,25;3949,15;No;77;3172;;25-48 Months;Premium;5;Low Risk;Medium Value;Actived
1217-VASWC;California;Avila Beach;93424;35,186644;-120,728305;Male;Yes;Yes;No;43;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);100,55;4304;No;65;4499;;25-48 Months;Premium;5;Low Risk;High Value;Actived
6370-ZVHDV;California;Buellton;93427;34,631362;-120,238218;Female;No;Yes;No;61;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);25,3;1554,9;No;71;4501;;49+ Months;Low;2;Low Risk;High Value;Actived
5915-DGNVC;California;Cambria;93428;35,591387;-121,032256;Female;No;Yes;No;49;Yes;Yes;DSL;Yes;Yes;Yes;No;No;Yes;One year;No;Electronic check;71,8;3472,05;No;79;6193;;49+ Months;High;6;Low Risk;Vip;Actived
6260-XLACS;California;Casmalia;93429;34,866032;-120,536546;Male;No;No;No;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,7;117,8;No;43;5018;;0-12 Months;Low;1;Medium Risk;High Value;Actived
3566-CAAYU;California;Cayucos;93430;35,511833;-120,918713;Female;No;Yes;Yes;64;No;No phone service;DSL;No;Yes;Yes;Yes;No;Yes;Two year;No;Electronic check;49,85;3210,35;No;56;5644;;49+ Months;Medium;4;Low Risk;High Value;Actived
4983-CCWMC;California;Creston;93432;35,480896;-120,469476;Male;No;No;No;3;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;69,6;207,4;No;39;5487;;0-12 Months;Medium;1;Medium Risk;High Value;Actived
9103-CXVOK;California;Grover Beach;93433;35,120833;-120,61843;Male;No;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;19,75;19,75;No;27;3068;;0-12 Months;Low;1;Medium Risk;Medium Value;Actived
2896-TBNBE;California;Guadalupe;93434;34,936;-120,594655;Male;No;Yes;No;40;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;One year;No;Electronic check;80,8;3132,75;No;26;3387;;25-48 Months;High;3;Low Risk;Medium Value;Actived
2522-WLNSF;California;Los Olivos;93441;34,70434;-120,02609;Female;Yes;Yes;No;34;Yes;No;DSL;No;No;Yes;Yes;Yes;No;One year;No;Bank transfer (automatic);64,2;2106,3;No;34;2225;;25-48 Months;Medium;4;Low Risk;Medium Value;Actived
3841-CONLJ;California;Morro Bay;93442;35,369553;-120,763864;Female;No;Yes;No;1;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;35;35;No;54;4099;;0-12 Months;Low;1;Medium Risk;High Value;Actived
4475-NVTLU;California;Paso Robles;93446;35,634222;-120,728341;Male;No;Yes;Yes;45;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Electronic check;19,2;903,7;No;24;3451;;25-48 Months;Low;1;Low Risk;Medium Value;Actived
9386-LDCZR;California;San Ardo;93450;35,996008;-120,85305;Male;No;No;No;43;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;No;No;One year;Yes;Credit card (automatic);90,65;3882,3;No;27;2496;;25-48 Months;High;5;Low Risk;Medium Value;Actived
9585-KKMFD;California;San Miguel;93451;35,886767;-120,608661;Male;No;Yes;Yes;41;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;20;879,8;No;60;5743;;25-48 Months;Low;1;Low Risk;High Value;Actived
5399-ZIMKF;California;San Simeon;93452;35,746484;-121,223355;Male;No;No;No;5;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;74,65;383,65;No;34;3319;;0-12 Months;High;2;High Risk;Medium Value;Actived
0336-KXKFK;California;Santa Margarita;93453;35,303926;-120,256567;Male;No;No;No;72;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);61,2;4390,25;No;38;4085;;49+ Months;Medium;5;Low Risk;High Value;Actived
5619-XZZKR;California;Santa Maria;93454;34,943523;-120,256729;Male;No;No;No;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,95;68,2;No;35;2195;;0-12 Months;Low;1;Medium Risk;Medium Value;Actived
3948-FVVRP;California;Santa Maria;93455;34,818227;-120,418784;Male;No;Yes;Yes;9;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Mailed check;54,8;452,8;No;73;2848;;0-12 Months;Medium;3;Medium Risk;Medium Value;Actived
5327-XOKKY;California;Santa Maria;93458;34,95934;-120,490081;Male;Yes;Yes;No;72;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);73,45;5329;No;29;5540;;49+ Months;High;5;Low Risk;High Value;Actived
0983-TATYJ;California;Santa Ynez;93460;34,630356;-120,032564;Female;No;Yes;No;33;Yes;No;DSL;No;No;No;Yes;No;No;One year;Yes;Mailed check;51,45;1758,9;No;59;4935;;25-48 Months;Medium;2;Low Risk;High Value;Actived
1813-JYWTO;California;Shandon;93461;35,634488;-120,293534;Female;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Two year;No;Bank transfer (automatic);80,45;5737,6;No;62;4202;;49+ Months;High;3;Low Risk;High Value;Actived
6719-OXYBR;California;California City;93505;35,151491;-117,927597;Male;No;No;No;15;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;No;Electronic check;85,3;1219,85;No;51;5559;;13-24 Months;High;3;Medium Risk;High Value;Actived
3312-ZWLGF;California;Acton;93510;34,501452;-118,207862;Male;Yes;Yes;No;29;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;79,3;2414,55;No;21;3172;;25-48 Months;High;3;Low Risk;Medium Value;Actived
6476-YHMGA;California;Benton;93512;37,653947;-118,231443;Female;No;Yes;Yes;15;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;No;Bank transfer (automatic);76,5;1155,6;No;76;3851;;13-24 Months;High;6;Medium Risk;Medium Value;Actived
0795-XCCTE;California;Bishop;93514;37,04584;-118,397236;Male;Yes;No;No;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);25,4;1809,35;No;51;6141;;49+ Months;Low;2;Low Risk;Vip;Actived
0168-XZKBB;California;Boron;93516;34,95703;-117,73045;Female;No;Yes;No;19;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;86,85;1564,4;No;64;5072;;13-24 Months;High;3;Medium Risk;High Value;Actived
3785-NRHYR;California;Bridgeport;93517;38,184583;-119,286558;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,65;19,65;No;31;3192;;0-12 Months;Low;1;Medium Risk;Medium Value;Actived
4537-DKTAL;California;Darwin;93522;36,319181;-117,593053;Female;No;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;45,55;84,4;No;70;4372;;0-12 Months;Medium;1;Medium Risk;High Value;Actived
7072-MBHEV;California;Edwards;93523;34,966777;-117,961179;Female;Yes;Yes;Yes;11;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);78,1;864,85;No;50;2333;;0-12 Months;High;3;High Risk;Medium Value;Actived
5602-BVFMK;California;Independence;93526;36,869584;-118,189241;Female;No;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,3;228,75;No;77;2868;;0-12 Months;Low;1;Medium Risk;Medium Value;Actived
6297-NOOPG;California;Inyokern;93527;36,041315;-118,188235;Female;No;Yes;No;70;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;110,5;7752,05;No;64;5979;;49+ Months;Premium;7;Low Risk;High Value;Actived
8204-TIFGJ;California;June Lake;93529;37,730269;-119,055813;Female;No;No;No;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);20,3;470,6;No;43;3630;;13-24 Months;Low;1;Medium Risk;Medium Value;Actived
8050-DVOJX;California;Keeler;93530;36,560498;-117,962461;Male;Yes;No;No;49;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);81,35;4060,9;No;69;4537;;49+ Months;High;7;Low Risk;High Value;Actived
8903-XEBGX;California;Lancaster;93534;34,727529;-118,153098;Male;No;No;Yes;2;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;55,3;108,65;No;67;4594;;0-12 Months;Medium;2;Medium Risk;High Value;Actived
8169-SAEJD;California;Lancaster;93535;34,712708;-117,889656;Male;Yes;Yes;No;69;No;No phone service;DSL;Yes;Yes;No;No;Yes;Yes;Two year;No;Credit card (automatic);56,55;3952,65;No;28;4162;;49+ Months;Medium;4;Low Risk;High Value;Actived
1089-XZWHH;California;Lee Vining;93541;37,890145;-119,184087;Female;No;Yes;Yes;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19,7;494,05;No;31;3594;;13-24 Months;Low;1;Low Risk;Medium Value;Actived
2325-WINES;California;Littlerock;93543;34,505273;-117,955054;Female;No;No;No;32;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);104,05;3416,85;No;60;2335;;25-48 Months;Premium;6;Low Risk;Medium Value;Actived
6064-ZATLR;California;Llano;93544;34,500091;-117,765862;Female;No;No;No;27;Yes;No;DSL;Yes;Yes;No;No;No;No;Two year;No;Bank transfer (automatic);52,85;1498,65;No;23;2842;;25-48 Months;Medium;3;Low Risk;Medium Value;Actived
7824-PANSQ;California;Mammoth Lakes;93546;37,550074;-118,837167;Male;No;No;No;58;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);80,65;4807,35;No;33;6043;;49+ Months;High;3;Low Risk;Vip;Actived
9648-BCHKM;California;Palmdale;93550;34,536232;-118,082935;Female;No;Yes;Yes;18;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);24,65;471,35;No;78;5231;;13-24 Months;Low;2;Low Risk;High Value;Actived
2888-ADFAO;California;Palmdale;93551;34,613476;-118,256358;Female;No;Yes;Yes;47;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);21,3;1041,8;No;30;2861;;25-48 Months;Low;1;Low Risk;Medium Value;Actived
8707-HOEDG;California;Palmdale;93552;34,557711;-118,029441;Female;No;Yes;Yes;70;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;110,2;7689,8;No;53;4098;;49+ Months;Premium;7;Low Risk;High Value;Actived
4072-IPYLT;California;Randsburg;93554;35,405722;-117,773354;Female;No;Yes;Yes;36;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Credit card (automatic);51,05;1815;No;56;2161;;25-48 Months;Medium;2;Low Risk;Medium Value;Actived
7167-PCEYD;California;Ridgecrest;93555;35,603913;-117,67828;Male;No;No;No;67;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19,8;1311,3;No;75;4260;;49+ Months;Low;1;Low Risk;High Value;Actived
4936-YPJNK;California;Rosamond;93560;34,903052;-118,411251;Female;No;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,9;199,45;No;65;5811;;0-12 Months;Low;1;Medium Risk;High Value;Actived
1580-BMCMR;California;Tehachapi;93561;35,073777;-118,652112;Male;Yes;No;No;19;Yes;No;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;87,3;1637,3;No;70;4447;;13-24 Months;High;3;Medium Risk;High Value;Actived
4817-KEQSP;California;Trona;93562;35,74837;-117,384948;Female;No;Yes;Yes;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19,85;1326,35;No;54;6342;;49+ Months;Low;1;Low Risk;Vip;Actived
6408-WHTEF;California;Valyermo;93563;34,39583;-117,734568;Male;No;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;89,4;6376,55;No;52;6044;;49+ Months;High;8;Low Risk;Vip;Actived
9251-AWQGT;California;Palmdale;93591;34,598221;-117,79593;Female;No;Yes;Yes;48;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20;935,9;No;50;2608;;25-48 Months;Low;1;Low Risk;Medium Value;Actived
8749-CLJXC;California;Ahwahnee;93601;37,375816;-119,739935;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,05;20,05;No;79;2067;;0-12 Months;Low;1;Medium Risk;Medium Value;Actived
7989-VCQOH;California;Auberry;93602;36,991762;-119,242874;Male;No;Yes;Yes;18;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;No;Electronic check;83,25;1611,15;No;43;2065;;13-24 Months;High;6;Medium Risk;Medium Value;Actived
4199-QHJNM;California;Bass Lake;93604;37,458367;-119,345011;Male;Yes;Yes;No;67;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);102,9;6989,7;No;52;5869;;49+ Months;Premium;6;Low Risk;High Value;Actived
8882-TLVRW;California;Big Creek;93605;37,17277;-119,2997;Male;No;Yes;Yes;69;No;No phone service;DSL;Yes;No;Yes;Yes;No;No;Two year;No;Mailed check;39,1;2779,5;No;53;5987;;49+ Months;Medium;3;Low Risk;High Value;Actived
5135-GRQJV;California;Cantua Creek;93608;36,488056;-120,407691;Male;Yes;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;114,5;8331,95;No;47;6051;;49+ Months;Premium;8;Low Risk;Vip;Actived
2384-OVPSA;California;Caruthers;93609;36,5276;-119,865999;Female;Yes;No;No;38;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,2;735,9;No;71;4947;;25-48 Months;Low;1;Low Risk;High Value;Actived
1371-WEPDS;California;Chowchilla;93610;37,100948;-120,270136;Male;Yes;Yes;No;40;Yes;No;DSL;No;No;No;No;No;Yes;One year;No;Electronic check;55,8;2283,3;No;78;3587;;25-48 Months;Medium;2;Low Risk;Medium Value;Actived
3580-GICBM;California;Clovis;93611;36,917652;-119,593757;Female;No;Yes;Yes;61;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;24,2;1445,2;No;51;6201;;49+ Months;Low;2;Low Risk;Vip;Actived
9730-DRTMJ;California;Coarsegold;93614;37,212191;-119,749323;Male;No;Yes;No;32;Yes;Yes;DSL;Yes;No;No;Yes;Yes;No;One year;Yes;Credit card (automatic);72,8;2333,05;No;78;3278;;25-48 Months;High;5;Low Risk;Medium Value;Actived
4686-UXDML;California;Cutler;93615;36,497895;-119,285484;Female;No;No;No;21;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);99,85;1992,55;No;74;2113;;13-24 Months;High;5;Medium Risk;Medium Value;Actived
3349-ANQNH;California;Del Rey;93616;36,657462;-119,595293;Female;Yes;No;No;59;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;99,5;5890;No;50;5513;;49+ Months;High;5;Low Risk;High Value;Actived
0932-YIXYU;California;Dos Palos;93620;37,045728;-120,630682;Female;No;No;No;47;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20,25;1029,8;No;64;5134;;25-48 Months;Low;1;Low Risk;High Value;Actived
7480-SPLEF;California;Dunlap;93621;36,789213;-119,140338;Male;No;Yes;Yes;69;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);26;1796,55;No;22;4933;;49+ Months;Low;2;Low Risk;High Value;Actived
7636-XUHWW;California;Firebaugh;93622;36,785618;-120,625382;Male;No;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);19,9;33,7;No;58;5824;;0-12 Months;Low;1;Medium Risk;High Value;Actived
1431-CYWMH;California;Fish Camp;93623;37,483535;-119,679414;Female;No;Yes;Yes;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);19,05;454,05;No;30;4312;;13-24 Months;Low;1;Medium Risk;High Value;Actived
5937-EORGB;California;Five Points;93624;36,397745;-120,119911;Male;Yes;Yes;No;15;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;96,5;1392,25;No;61;2394;;13-24 Months;High;5;Medium Risk;Medium Value;Actived
6349-JDHQP;California;Fowler;93625;36,625792;-119,672483;Female;No;No;No;53;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,85;1049,6;No;36;6338;;49+ Months;Low;1;Low Risk;Vip;Actived
5539-HIVAK;California;Friant;93626;37,027663;-119,69056;Female;Yes;Yes;No;28;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;25,7;734,6;No;80;3136;;25-48 Months;Low;2;Low Risk;Medium Value;Actived
5847-MXBEO;California;Helm;93627;36,520537;-120,118055;Male;No;No;No;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,3;475,1;No;50;4510;;13-24 Months;Low;1;Low Risk;High Value;Actived
4583-PARNH;California;Kerman;93630;36,727418;-120,123526;Male;Yes;Yes;No;16;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;91,55;1540,05;No;46;4045;;13-24 Months;High;4;Medium Risk;High Value;Actived
1116-FRYVH;California;Kingsburg;93631;36,478239;-119,52137;Female;No;Yes;Yes;48;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;Two year;No;Mailed check;39,4;1978,65;No;26;5701;;25-48 Months;Medium;3;Low Risk;High Value;Actived
1421-HCERK;California;Lakeshore;93634;37,290606;-119,216328;Male;Yes;Yes;No;30;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Bank transfer (automatic);105,7;3181,8;No;54;2455;;25-48 Months;Premium;7;Low Risk;Medium Value;Actived
9633-XQABV;California;Los Banos;93635;36,995162;-120,955099;Female;No;No;No;3;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,25;229,7;No;46;2156;;0-12 Months;High;1;High Risk;Medium Value;Actived
0716-BQNDX;California;Madera;93637;36,902954;-120,194274;Male;Yes;No;No;57;Yes;Yes;Fiber optic;Yes;No;No;Yes;No;Yes;Two year;No;Electronic check;93,75;5625,55;No;75;4276;;49+ Months;High;5;Low Risk;High Value;Actived
1183-CANVH;California;Mendota;93640;36,687292;-120,437354;Female;No;Yes;No;23;Yes;No;DSL;No;No;No;Yes;Yes;No;One year;No;Bank transfer (automatic);60;1347,15;No;54;3835;;13-24 Months;Medium;3;Low Risk;Medium Value;Actived
1972-XMUWV;California;Miramonte;93641;36,696759;-119,024051;Female;No;Yes;No;65;Yes;No;DSL;No;No;No;Yes;Yes;No;Two year;Yes;Credit card (automatic);59,8;3808,2;No;37;6034;;49+ Months;Medium;3;Low Risk;Vip;Actived
8679-LZBMD;California;North Fork;93643;37,244307;-119,470256;Male;No;Yes;No;44;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);90,65;3974,15;No;26;3786;;25-48 Months;High;3;Low Risk;Medium Value;Actived
3407-JMJQQ;California;Oakhurst;93644;37,648647;-119,231447;Female;No;Yes;Yes;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);109;7661,8;No;35;4204;;49+ Months;Premium;7;Low Risk;High Value;Actived
6252-DFGTK;California;O Neals;93645;37,140104;-119,657092;Female;No;Yes;No;37;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;One year;No;Credit card (automatic);68,1;2479,25;No;60;2873;;25-48 Months;Medium;5;Low Risk;Medium Value;Actived
1539-LNKHM;California;Orange Cove;93646;36,633498;-119,298895;Female;No;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,4;266,6;No;60;4497;;0-12 Months;Low;1;Medium Risk;High Value;Actived
8645-KOMJQ;California;Orosi;93647;36,600185;-119,175655;Male;No;Yes;Yes;69;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);81,95;5601,4;No;59;6182;;49+ Months;High;7;Low Risk;Vip;Actived
0289-IVARM;California;Parlier;93648;36,622237;-119,521126;Female;No;No;No;35;Yes;No;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;No;Electronic check;60,55;1982,6;No;34;3463;;25-48 Months;Medium;4;Low Risk;Medium Value;Actived
9761-XUJWD;California;Fresno;93650;36,841655;-119,797113;Male;No;No;No;5;Yes;No;DSL;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);65,6;339,9;No;65;5636;;0-12 Months;Medium;4;Medium Risk;High Value;Actived
4057-FKCZK;California;Prather;93651;37,007238;-119,505661;Male;No;Yes;Yes;58;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Two year;No;Bank transfer (automatic);82,5;4828,05;No;25;4348;;49+ Months;High;3;Low Risk;High Value;Actived
4291-TPNFG;California;Raisin City;93652;36,594542;-119,905245;Male;No;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);82,3;5980,55;No;76;5219;;49+ Months;High;7;Low Risk;High Value;Actived
6087-YPWHO;California;Raymond;93653;37,252057;-119,95783;Male;No;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Mailed check;68,15;4808,7;No;34;4613;;49+ Months;Medium;6;Low Risk;High Value;Actived
3090-QFUVD;California;Reedley;93654;36,636638;-119,421842;Female;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);20,3;20,3;No;31;2507;;0-12 Months;Low;1;Medium Risk;Medium Value;Actived
1722-LDZJS;California;Sanger;93657;36,819628;-119,440414;Male;No;Yes;Yes;53;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);20,2;1068,15;No;22;6050;;49+ Months;Low;1;Low Risk;Vip;Actived
1818-ESQMW;California;San Joaquin;93660;36,600193;-120,153393;Female;No;No;No;27;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;89,2;2383,6;No;54;4384;;25-48 Months;High;4;Low Risk;High Value;Actived
